director_name,movie_title,actor_1_name,actor_2_name,actor_3_name,genres,comb
Michael Chaves,the curse of la llorona,Linda Cardellini,Raymond Cruz,Patricia Velasquez,Horror Thriller,Linda Cardellini Raymond Cruz Patricia Velasquez Michael Chaves Horror Thriller
David Robert Mitchell,under the silver lake,Andrew Garfield,Riley Keough,Topher Grace,Crime Drama Mystery,Andrew Garfield Riley Keough Topher Grace David Robert Mitchell Crime Drama Mystery
Laura Steinel,family,Taylor Schilling,Brian Tyree Henry,Bryn Vale,Animation Comedy Adventure Family,Taylor Schilling Brian Tyree Henry Bryn Vale Laura Steinel Animation Comedy Adventure Family
Julia Hart,fast color,Gugu Mbatha-Raw,Lorraine Toussaint,Saniyya Sidney,Thriller Drama Science Fiction,Gugu Mbatha-Raw Lorraine Toussaint Saniyya Sidney Julia Hart Thriller Drama Science Fiction
Jennifer Kaytin Robinson,someone great,Gina Rodriguez,Brittany Snow,DeWanda Wise,Comedy Romance,Gina Rodriguez Brittany Snow DeWanda Wise Jennifer Kaytin Robinson Comedy Romance
Meir Zarchi,i spit on your grave: deja vu,Camille Keaton,Maria Olsen,Meir Zarchi,Horror Thriller,Camille Keaton Maria Olsen Meir Zarchi Meir Zarchi Horror Thriller
Anthony and Joe Russo,avengers: endgame,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Adventure Science Fiction Action,Robert Downey Jr. Chris Evans Mark Ruffalo Anthony and Joe Russo Adventure Science Fiction Action
Josh Lobo,i trapped the devil,A. J. Bowen,Scott Poythress,Susan Burke,Horror,A. J. Bowen Scott Poythress Susan Burke Josh Lobo Horror
Roxanne Benjamin,body at brighton rock,Karina Fontes,Casey Adams,Emily Althaus,Thriller,Karina Fontes Casey Adams Emily Althaus Roxanne Benjamin Thriller
Tanya Wexler,buffaloed,Zoey Deutch,Jermaine Fowler,Judy Greer,Comedy Drama Romance,Zoey Deutch Jermaine Fowler Judy Greer Tanya Wexler Comedy Drama Romance
Jonathan Levine,long shot,Seth Rogen,Charlize Theron,O'Shea Jackson Jr.,Comedy Romance,Seth Rogen Charlize Theron O'Shea Jackson Jr. Jonathan Levine Comedy Romance
Deon Taylor,the intruder,Dennis Quaid,Michael Ealy,Meagan Good,Thriller,Dennis Quaid Michael Ealy Meagan Good Deon Taylor Thriller
Kelly Asbury,uglydolls,Kelly Clarkson,Pitbull,Nick Jonas,Family Animation Comedy Adventure Fantasy Music,Kelly Clarkson Pitbull Nick Jonas Kelly Asbury Family Animation Comedy Adventure Fantasy Music
Joe Berlinger,"extremely wicked, shockingly evil and vile",Zac Efron,Lily Collins,Kaya Scodelario,Thriller Crime Drama,Zac Efron Lily Collins Kaya Scodelario Joe Berlinger Thriller Crime Drama
William Bindley,the last summer,KJ Apa,Maia Mitchell,Jacob Latimore,Romance Comedy,KJ Apa Maia Mitchell Jacob Latimore William Bindley Romance Comedy
Rob Letterman,pokémon detective pikachu,Ryan Reynolds,Justice Smith,Kathryn Newton,Action Adventure Fantasy,Ryan Reynolds Justice Smith Kathryn Newton Rob Letterman Action Adventure Fantasy
Chris Addison,the hustle,Anne Hathaway,Rebel Wilson,Alex Sharp,Comedy,Anne Hathaway Rebel Wilson Alex Sharp Chris Addison Comedy
Dome Karukoski,tolkien,Nicholas Hoult,Lily Collins,Colm Meaney,War Drama History Romance,Nicholas Hoult Lily Collins Colm Meaney Dome Karukoski War Drama History Romance
Zara Hayes,poms,Diane Keaton,Jacki Weaver,Pam Grier,Comedy Drama,Diane Keaton Jacki Weaver Pam Grier Zara Hayes Comedy Drama
"P.B. Shemran (director, screenplay); Todd Komarnicki (screenplay); Mel Gibson, Sean Penn, Natalie Dormer, Eddie Marsan, Jennifer Ehle, David O'Hara, Ioan Gruffudd, Stephen Dillane, Steve Coogan",the professor and the madman,Mel Gibson,Sean Penn,Natalie Dormer,Drama History Mystery Thriller,"Mel Gibson Sean Penn Natalie Dormer P.B. Shemran (director, screenplay); Todd Komarnicki (screenplay); Mel Gibson, Sean Penn, Natalie Dormer, Eddie Marsan, Jennifer Ehle, David O'Hara, Ioan Gruffudd, Stephen Dillane, Steve Coogan Drama History Mystery Thriller"
Chad Stahelski,john wick: chapter 3 – parabellum,Keanu Reeves,Halle Berry,Laurence Fishburne,Action Thriller Crime,Keanu Reeves Halle Berry Laurence Fishburne Chad Stahelski Action Thriller Crime
Gail Mancuso,a dog's journey,Dennis Quaid,Josh Gad,Marg Helgenberger,Family Adventure Drama,Dennis Quaid Josh Gad Marg Helgenberger Gail Mancuso Family Adventure Drama
Ry Russo-Young,the sun is also a star,Yara Shahidi,Charles Melton,John Leguizamo,Romance Drama,Yara Shahidi Charles Melton John Leguizamo Ry Russo-Young Romance Drama
Wayne Roberts,the professor,Johnny Depp,Rosemarie DeWitt,Danny Huston,Drama History Mystery Thriller,Johnny Depp Rosemarie DeWitt Danny Huston Wayne Roberts Drama History Mystery Thriller
Joanna Hogg,the souvenir,Honor Swinton Byrne,Tom Burke,Tilda Swinton,Romance Drama,Honor Swinton Byrne Tom Burke Tilda Swinton Joanna Hogg Romance Drama
"Noble Jones (director, screenplay); John Lithgow, Blythe Danner, Derek Cecil, Katie Aselton, Sophie Thatcher, Eve Harlow",the tomorrow man,John Lithgow,Blythe Danner,Derek Cecil,Drama Romance,"John Lithgow Blythe Danner Derek Cecil Noble Jones (director, screenplay); John Lithgow, Blythe Danner, Derek Cecil, Katie Aselton, Sophie Thatcher, Eve Harlow Drama Romance"
Guy Ritchie,aladdin,Mena Massoud,Will Smith,Naomi Scott,Adventure Fantasy Romance Family,Mena Massoud Will Smith Naomi Scott Guy Ritchie Adventure Fantasy Romance Family
David Yarovesky,brightburn,Elizabeth Banks,David Denman,Jackson A. Dunn,Horror Thriller Science Fiction,Elizabeth Banks David Denman Jackson A. Dunn David Yarovesky Horror Thriller Science Fiction
Olivia Wilde,booksmart,Kaitlyn Dever,Beanie Feldstein,Jessica Williams,Comedy,Kaitlyn Dever Beanie Feldstein Jessica Williams Olivia Wilde Comedy
Richard Shepard,the perfection,Allison Williams,Logan Browning,Steven Weber,Horror Thriller Drama,Allison Williams Logan Browning Steven Weber Richard Shepard Horror Thriller Drama
Nahnatchka Khan,always be my maybe,Ali Wong,Randall Park,Daniel Dae Kim,Romance Comedy,Ali Wong Randall Park Daniel Dae Kim Nahnatchka Khan Romance Comedy
Michael Dougherty,godzilla: king of the monsters,Kyle Chandler,Vera Farmiga,Millie Bobby Brown,Science Fiction Action,Kyle Chandler Vera Farmiga Millie Bobby Brown Michael Dougherty Science Fiction Action
Dexter Fletcher,rocketman,Taron Egerton,Jamie Bell,Richard Madden,Music Drama History,Taron Egerton Jamie Bell Richard Madden Dexter Fletcher Music Drama History
Tate Taylor,ma,Octavia Spencer,Juliette Lewis,Diana Silvers,Horror Thriller,Octavia Spencer Juliette Lewis Diana Silvers Tate Taylor Horror Thriller
Simon Kinberg,dark phoenix,James McAvoy,Michael Fassbender,Jennifer Lawrence,Science Fiction Action Adventure,James McAvoy Michael Fassbender Jennifer Lawrence Simon Kinberg Science Fiction Action Adventure
Chris Renaud,the secret life of pets 2,Patton Oswalt,Eric Stonestreet,Kevin Hart,Adventure Animation Comedy Family,Patton Oswalt Eric Stonestreet Kevin Hart Chris Renaud Adventure Animation Comedy Family
Nisha Ganatra,late night,Emma Thompson,Mindy Kaling,Max Casella,Comedy Drama,Emma Thompson Mindy Kaling Max Casella Nisha Ganatra Comedy Drama
Joe Talbot,the last black man in san francisco,Jimmie Fails,Jonathan Majors,Danny Glover,Drama,Jimmie Fails Jonathan Majors Danny Glover Joe Talbot Drama
Seth Green,changeland,Breckin Meyer,Macaulay Culkin,Brenda Song,Comedy Drama,Breckin Meyer Macaulay Culkin Brenda Song Seth Green Comedy Drama
F. Gary Gray,men in black: international,Chris Hemsworth,Tessa Thompson,Kumail Nanjiani,Comedy Science Fiction,Chris Hemsworth Tessa Thompson Kumail Nanjiani F. Gary Gray Comedy Science Fiction
Tim Story,shaft,Samuel L. Jackson,Jessie Usher,Richard Roundtree,Action Crime,Samuel L. Jackson Jessie Usher Richard Roundtree Tim Story Action Crime
Jim Jarmusch,the dead don't die,Bill Murray,Adam Driver,Tilda Swinton,Comedy Horror Fantasy,Bill Murray Adam Driver Tilda Swinton Jim Jarmusch Comedy Horror Fantasy
Kyle Newacheck,murder mystery,Adam Sandler,Jennifer Aniston,Luke Evans,Comedy,Adam Sandler Jennifer Aniston Luke Evans Kyle Newacheck Comedy
"Jeff Chan, Andrew Rhymer",plus one,Maya Erskine,Jack Quaid,Beck Bennett,Romance Comedy Drama,"Maya Erskine Jack Quaid Beck Bennett Jeff Chan, Andrew Rhymer Romance Comedy Drama"
Miranda Bailey,being frank,Jim Gaffigan,Logan Miller,Samantha Mathis,Comedy,Jim Gaffigan Logan Miller Samantha Mathis Miranda Bailey Comedy
Josh Cooley,toy story 4,Tom Hanks,Tim Allen,Annie Potts,Family Adventure Animation Comedy Fantasy Drama,Tom Hanks Tim Allen Annie Potts Josh Cooley Family Adventure Animation Comedy Fantasy Drama
Luc Besson,anna,Sasha Luss,Helen Mirren,Luke Evans,Thriller Action,Sasha Luss Helen Mirren Luke Evans Luc Besson Thriller Action
Lars Klevberg,child's play,Aubrey Plaza,Gabriel Bateman,Brian Tyree Henry,Horror,Aubrey Plaza Gabriel Bateman Brian Tyree Henry Lars Klevberg Horror
Gary Dauberman,annabelle comes home,Mckenna Grace,Madison Iseman,Katie Sarife,Horror Thriller Mystery,Mckenna Grace Madison Iseman Katie Sarife Gary Dauberman Horror Thriller Mystery
Danny Boyle,yesterday,Himesh Patel,Lily James,Ed Sheeran,Music Comedy Romance Fantasy,Himesh Patel Lily James Ed Sheeran Danny Boyle Music Comedy Romance Fantasy
Claire McCarthy,ophelia,Daisy Ridley,Naomi Watts,Clive Owen,Romance History,Daisy Ridley Naomi Watts Clive Owen Claire McCarthy Romance History
Martin Owen,killers anonymous,Tommy Flanagan,Rhyon Nicole Brown,Jessica Alba,Action Thriller Crime Mystery,Tommy Flanagan Rhyon Nicole Brown Jessica Alba Martin Owen Action Thriller Crime Mystery
Jon Watts,spider-man: far from home,Tom Holland,Samuel L. Jackson,Zendaya,Action Adventure Science Fiction,Tom Holland Samuel L. Jackson Zendaya Jon Watts Action Adventure Science Fiction
John Herzfeld,escape plan: the extractors,Sylvester Stallone,Curtis Jackson,Dave Bautista,Action Thriller Crime,Sylvester Stallone Curtis Jackson Dave Bautista John Herzfeld Action Thriller Crime
Ari Aster,midsommar,Florence Pugh,Jack Reynor,William Jackson Harper,Horror Drama Mystery,Florence Pugh Jack Reynor William Jackson Harper Ari Aster Horror Drama Mystery
Michael Dowse,stuber,Kumail Nanjiani,Dave Bautista,Iko Uwais,Action Comedy Thriller Crime,Kumail Nanjiani Dave Bautista Iko Uwais Michael Dowse Action Comedy Thriller Crime
Alexandre Aja,crawl,Kaya Scodelario,Barry Pepper,unknown,Thriller Horror,Kaya Scodelario Barry Pepper unknown Alexandre Aja Thriller Horror
Joe Lynch,point blank,Frank Grillo,Anthony Mackie,Marcia Gay Harden,Action Thriller,Frank Grillo Anthony Mackie Marcia Gay Harden Joe Lynch Action Thriller
Lulu Wang,the farewell,Awkwafina,Tzi Ma,Diana Lin,Comedy Drama,Awkwafina Tzi Ma Diana Lin Lulu Wang Comedy Drama
Pollyanna Mcintosh,darlin',Pollyanna McIntosh,Cooper Andrews,Nora-Jane Noone,Horror Mystery,Pollyanna McIntosh Cooper Andrews Nora-Jane Noone Pollyanna Mcintosh Horror Mystery
Jon Favreau,the lion king,Donald Glover,Seth Rogen,Chiwetel Ejiofor,Family Animation Drama,Donald Glover Seth Rogen Chiwetel Ejiofor Jon Favreau Family Animation Drama
Quentin Tarantino,once upon a time in hollywood,Leonardo DiCaprio,Brad Pitt,Margot Robbie,Comedy Drama Thriller,Leonardo DiCaprio Brad Pitt Margot Robbie Quentin Tarantino Comedy Drama Thriller
Guy Nattiv,skin,Jamie Bell,Danielle Macdonald,Daniel Henshall,Thriller Action Drama,Jamie Bell Danielle Macdonald Daniel Henshall Guy Nattiv Thriller Action Drama
Gideon Raff,the red sea diving resort,Chris Evans,Haley Bennett,Michael K. Williams,Drama Thriller History,Chris Evans Haley Bennett Michael K. Williams Gideon Raff Drama Thriller History
David Leitch,fast & furious presents: hobbs & shaw,Dwayne Johnson,Jason Statham,Idris Elba,Action Adventure Comedy,Dwayne Johnson Jason Statham Idris Elba David Leitch Action Adventure Comedy
Shawn Ku,a score to settle,Nicolas Cage,Benjamin Bratt,unknown,Action Thriller Drama,Nicolas Cage Benjamin Bratt unknown Shawn Ku Action Thriller Drama
Yuval Adler,the operative,Diane Kruger,Martin Freeman,Cas Anvar,Drama Thriller,Diane Kruger Martin Freeman Cas Anvar Yuval Adler Drama Thriller
James Bobin,dora and the lost city of gold,Isabela Moner,Eugenio Derbez,Michael Peña,Adventure Comedy Family,Isabela Moner Eugenio Derbez Michael Peña James Bobin Adventure Comedy Family
Andrea Berloff,the kitchen,Melissa McCarthy,Tiffany Haddish,Elisabeth Moss,Action Crime Drama,Melissa McCarthy Tiffany Haddish Elisabeth Moss Andrea Berloff Action Crime Drama
Simon Curtis,the art of racing in the rain,Milo Ventimiglia,Amanda Seyfried,Kathy Baker,Comedy Drama Romance,Milo Ventimiglia Amanda Seyfried Kathy Baker Simon Curtis Comedy Drama Romance
André Øvredal,scary stories to tell in the dark,Zoe Colletti,Michael Garza,Gabriel Rush,Horror Thriller,Zoe Colletti Michael Garza Gabriel Rush André Øvredal Horror Thriller
"Tyler Nilson, Michael Schwartz",the peanut butter falcon,Shia LaBeouf,Dakota Johnson,John Hawkes,Adventure Drama Comedy,"Shia LaBeouf Dakota Johnson John Hawkes Tyler Nilson, Michael Schwartz Adventure Drama Comedy"
Bart Freundlich,after the wedding,Michelle Williams,Julianne Moore,Billy Crudup,Drama,Michelle Williams Julianne Moore Billy Crudup Bart Freundlich Drama
Casey Affleck,light of my life,Casey Affleck,Anna Pniowsky,Tom Bower,Science Fiction Drama,Casey Affleck Anna Pniowsky Tom Bower Casey Affleck Science Fiction Drama
Thurop Van Orman,the angry birds movie 2,Jason Sudeikis,Josh Gad,Leslie Jones,Animation Comedy Adventure Family,Jason Sudeikis Josh Gad Leslie Jones Thurop Van Orman Animation Comedy Adventure Family
Gene Stupnitsky,good boys,Jacob Tremblay,Brady Noon,Keith L. Williams,Comedy,Jacob Tremblay Brady Noon Keith L. Williams Gene Stupnitsky Comedy
Gurinder Chadha,blinded by the light,Viveik Kalra,Kulvinder Ghir,Meera Ganatra,Drama Comedy,Viveik Kalra Kulvinder Ghir Meera Ganatra Gurinder Chadha Drama Comedy
Richard Linklater,"where'd you go, bernadette",Cate Blanchett,Billy Crudup,Emma Nelson,Drama Comedy Mystery,Cate Blanchett Billy Crudup Emma Nelson Richard Linklater Drama Comedy Mystery
Johannes Roberts,47 meters down: uncaged,John Corbett,Nia Long,Sophie Nelisse,Horror,John Corbett Nia Long Sophie Nelisse Johannes Roberts Horror
William McGregor,gwen,Maxine Peake,Eleanor Worthington Cox,Richard Harrington,Drama Mystery Horror History,Maxine Peake Eleanor Worthington Cox Richard Harrington William McGregor Drama Mystery Horror History
"Matt Bettinelli-Olpin, Tyler Gillett",ready or not,Samara Weaving,Adam Brody,Mark O'Brien,Horror Thriller Comedy,"Samara Weaving Adam Brody Mark O'Brien Matt Bettinelli-Olpin, Tyler Gillett Horror Thriller Comedy"
Ric Roman Waugh,angel has fallen,Gerard Butler,Morgan Freeman,Jada Pinkett Smith,Action Thriller,Gerard Butler Morgan Freeman Jada Pinkett Smith Ric Roman Waugh Action Thriller
Paul Downs Colaizzo,brittany runs a marathon,Jillian Bell,Michaela Watkins,Utkarsh Ambudkar,Comedy Drama,Jillian Bell Michaela Watkins Utkarsh Ambudkar Paul Downs Colaizzo Comedy Drama
Alex Kendrick,overcomer,Alex Kendrick,Priscilla Shirer,Ben Davies,Drama,Alex Kendrick Priscilla Shirer Ben Davies Alex Kendrick Drama
David M. Rosenthal,jacob's ladder,Michael Ealy,Jesse Williams,Nicole Beharie,Drama Mystery Horror,Michael Ealy Jesse Williams Nicole Beharie David M. Rosenthal Drama Mystery Horror
Mike Gan,burn,Tilda Cobham-Hervey,Suki Waterhouse,Harry Shum Jr.,Thriller,Tilda Cobham-Hervey Suki Waterhouse Harry Shum Jr. Mike Gan Thriller
Gavin Hood,official secrets,Keira Knightley,Matt Smith,Matthew Goode,Drama Thriller History,Keira Knightley Matt Smith Matthew Goode Gavin Hood Drama Thriller History
Jacob Aaron Estes,don't let go,Jacob Aaron Estes,Drew Daywalt (story); David Oyelowo,Storm Reid,Science Fiction Thriller Mystery Crime,Jacob Aaron Estes Drew Daywalt (story); David Oyelowo Storm Reid Jacob Aaron Estes Science Fiction Thriller Mystery Crime
Micah Gallo,itsy bitsy,Bruce Davison,Denise Crosby,Elizabeth Roberts,Horror Thriller,Bruce Davison Denise Crosby Elizabeth Roberts Micah Gallo Horror Thriller
Fred Durst,the fanatic,John Travolta,Devon Sawa,Ana Golja,Crime Thriller,John Travolta Devon Sawa Ana Golja Fred Durst Crime Thriller
Andy Muschietti,it chapter two,James McAvoy,Jessica Chastain,Bill Hader,Horror Fantasy,James McAvoy Jessica Chastain Bill Hader Andy Muschietti Horror Fantasy
Chelsea Stardust,satanic panic,Hayley Griffith,Ruby Modine,Arden Myrin,Horror Comedy,Hayley Griffith Ruby Modine Arden Myrin Chelsea Stardust Horror Comedy
Ali LeRoi,the obituary of tunde johnson,Steven Silver,Nicola Peltz,unknown,Drama Thriller,Steven Silver Nicola Peltz unknown Ali LeRoi Drama Thriller
John Crowley,the goldfinch,Ansel Elgort,Oakes Fegley,Aneurin Barnard,Drama,Ansel Elgort Oakes Fegley Aneurin Barnard John Crowley Drama
Lorene Scafaria,hustlers,Constance Wu,Jennifer Lopez,Julia Stiles,Drama Comedy Crime,Constance Wu Jennifer Lopez Julia Stiles Lorene Scafaria Drama Comedy Crime
Michael Tyburski,the sound of silence,Rashida Jones,Peter Sarsgaard,Tony Revolori,Drama,Rashida Jones Peter Sarsgaard Tony Revolori Michael Tyburski Drama
Alejandro Landes,monos,Julianne Nicholson,Moisés Arias,unknown,Drama Thriller War,Julianne Nicholson Moisés Arias unknown Alejandro Landes Drama Thriller War
Nzingha Stewart,tall girl,Ava Michelle,Griffin Gluck,Luke Eisner,Comedy Drama Romance,Ava Michelle Griffin Gluck Luke Eisner Nzingha Stewart Comedy Drama Romance
Lars Klevberg,polaroid,Kathryn Prescott,Grace Zabriskie,Samantha Logan,Horror Thriller Mystery,Kathryn Prescott Grace Zabriskie Samantha Logan Lars Klevberg Horror Thriller Mystery
James Gray,ad astra,Brad Pitt,Tommy Lee Jones,Ruth Negga,Science Fiction Drama,Brad Pitt Tommy Lee Jones Ruth Negga James Gray Science Fiction Drama
Michael Engler,downton abbey,Hugh Bonneville,Jim Carter,Michelle Dockery,Drama Romance History,Hugh Bonneville Jim Carter Michelle Dockery Michael Engler Drama Romance History
Adrian Grunberg,rambo: last blood,Sylvester Stallone,Adriana Barraza,Paz Vega,Action Thriller Drama,Sylvester Stallone Adriana Barraza Paz Vega Adrian Grunberg Action Thriller Drama
Henry Jacobson,bloodline,Seann William Scott,Mariela Garriga,Dale Dickey,Horror Thriller Science Fiction,Seann William Scott Mariela Garriga Dale Dickey Henry Jacobson Horror Thriller Science Fiction
Jason Cabell,running with the devil,Nicolas Cage,Laurence Fishburne,unknown,Action,Nicolas Cage Laurence Fishburne unknown Jason Cabell Action
Brad Anderson,fractured,Sam Worthington,Lily Rabe,Stephen Tobolowsky,Thriller,Sam Worthington Lily Rabe Stephen Tobolowsky Brad Anderson Thriller
Jill Culton,abominable,Todd Wilderman (co-director); Chloe Bennet,Albert Tsai,Tenzing Norgay Trainor,Family Animation Adventure Comedy,Todd Wilderman (co-director); Chloe Bennet Albert Tsai Tenzing Norgay Trainor Jill Culton Family Animation Adventure Comedy
Steven Soderbergh,the laundromat,Meryl Streep,Gary Oldman,Antonio Banderas,Drama Crime Comedy,Meryl Streep Gary Oldman Antonio Banderas Steven Soderbergh Drama Crime Comedy
